dataset	sample	relative_path	bytes	source	source_mtime_utc	destination
JAX scRNAseq02	OVOL1-Day-4	OVOL1-Day-4/downstream_genefull_velocyto_cellbender/filtered_barcodes_with_scores.txt	187558	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/OVOL1-Day-4/downstream_genefull_velocyto_cellbender_remote/filtered_barcodes_with_scores.txt	2026-05-21T07:43:03Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/OVOL1-Day-4/downstream_genefull_velocyto_cellbender/filtered_barcodes_with_scores.txt
JAX scRNAseq02	OVOL1-Day-4	OVOL1-Day-4/downstream_genefull_velocyto_cellbender/filtered_counts.h5ad	458317590	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/OVOL1-Day-4/downstream_genefull_velocyto_cellbender_remote/filtered_counts.h5ad	2026-05-21T07:54:45Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/OVOL1-Day-4/downstream_genefull_velocyto_cellbender/filtered_counts.h5ad
JAX scRNAseq02	OVOL1-Day-4	OVOL1-Day-4/downstream_genefull_velocyto_cellbender/final_counts.h5ad	761732118	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/OVOL1-Day-4/downstream_genefull_velocyto_cellbender_remote/final_counts.h5ad	2026-05-21T07:54:48Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/OVOL1-Day-4/downstream_genefull_velocyto_cellbender/final_counts.h5ad
JAX scRNAseq02	OVOL1-Day-4	OVOL1-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.html	3676830	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/OVOL1-Day-4/downstream_genefull_velocyto_cellbender_remote/gene_quantile_histogram.html	2026-05-21T07:43:57Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/OVOL1-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.html
JAX scRNAseq02	OVOL1-Day-4	OVOL1-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.png	197134	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/OVOL1-Day-4/downstream_genefull_velocyto_cellbender_remote/gene_quantile_histogram.png	2026-05-21T07:43:58Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/OVOL1-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.png
JAX scRNAseq02	OVOL1-Day-4	OVOL1-Day-4/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt	77577	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/OVOL1-Day-4/downstream_genefull_velocyto_cellbender_remote/non_empty_barcodes.txt	2026-05-21T07:42:43Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/OVOL1-Day-4/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt
JAX scRNAseq02	OVOL1-Day-4	OVOL1-Day-4/downstream_genefull_velocyto_cellbender/summary.txt	13026	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/OVOL1-Day-4/downstream_genefull_velocyto_cellbender_remote/summary.txt	2026-05-21T07:54:52Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/OVOL1-Day-4/downstream_genefull_velocyto_cellbender/summary.txt
JAX scRNAseq02	OVOL1-Day-4	OVOL1-Day-4/downstream_genefull_velocyto_cellbender/unfiltered_counts.h5ad	761732118	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/OVOL1-Day-4/downstream_genefull_velocyto_cellbender_remote/unfiltered_counts.h5ad	2026-05-21T07:54:42Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/OVOL1-Day-4/downstream_genefull_velocyto_cellbender/unfiltered_counts.h5ad
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/adaptive_qc_threshold.json	1052	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/adaptive_qc_threshold.json	2026-05-21T07:57:06Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/adaptive_qc_threshold.json
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.log	34524	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts.log	2026-05-21T08:26:27Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.log
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.pdf	65029	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts.pdf	2026-05-21T08:22:07Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.pdf
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_cell_barcodes.csv	614194	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts_cell_barcodes.csv	2026-05-21T08:22:07Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_cell_barcodes.csv
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_metrics.csv	585	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts_metrics.csv	2026-05-21T08:26:15Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_metrics.csv
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_report.html	1059989	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts_report.html	2026-05-21T08:26:27Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_report.html
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/counts.h5ad	769994678	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/counts.h5ad	2026-05-21T08:26:32Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/counts.h5ad
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/default_singlet_filtered_counts.h5ad	318493238	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/default_singlet_filtered_counts.h5ad	2026-05-21T08:26:41Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/default_singlet_filtered_counts.h5ad
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/doublet_barcodes.txt	4617	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/doublet_barcodes.txt	2026-05-21T07:56:19Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/doublet_barcodes.txt
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/filtered_barcodes_with_scores.txt	161258	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/filtered_barcodes_with_scores.txt	2026-05-21T07:56:19Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/filtered_barcodes_with_scores.txt
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/filtered_counts.h5ad	357973108	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/filtered_counts.h5ad	2026-05-21T08:26:38Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/filtered_counts.h5ad
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/final_counts.h5ad	814248758	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/final_counts.h5ad	2026-05-21T08:26:42Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/final_counts.h5ad
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.html	3672237	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/gene_quantile_histogram.html	2026-05-21T07:57:08Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.html
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.png	203129	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/gene_quantile_histogram.png	2026-05-21T07:57:08Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.png
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt	66690	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/non_empty_barcodes.txt	2026-05-21T07:56:05Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/summary.txt	13125	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/summary.txt	2026-05-21T08:26:45Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/summary.txt
JAX scRNAseq02	WT-PrS-20pct-Day-4	WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/unfiltered_counts.h5ad	814248758	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L3/samples/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender_remote/unfiltered_counts.h5ad	2026-05-21T08:26:36Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/WT-PrS-20pct-Day-4/downstream_genefull_velocyto_cellbender/unfiltered_counts.h5ad
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/adaptive_qc_threshold.json	1031	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/adaptive_qc_threshold.json	2026-05-21T18:26:58Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/adaptive_qc_threshold.json
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.log	22646	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts.log	2026-05-21T18:46:04Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.log
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.pdf	88106	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts.pdf	2026-05-21T18:37:02Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts.pdf
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_cell_barcodes.csv	122227	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts_cell_barcodes.csv	2026-05-21T18:37:02Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_cell_barcodes.csv
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_metrics.csv	588	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts_metrics.csv	2026-05-21T18:45:46Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_metrics.csv
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_report.html	1056474	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/cellbender/cellbender_counts_report.html	2026-05-21T18:46:04Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/cellbender/cellbender_counts_report.html
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/counts.h5ad	1501805014	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/counts.h5ad	2026-05-21T18:46:11Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/counts.h5ad
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/default_singlet_filtered_counts.h5ad	799097888	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/default_singlet_filtered_counts.h5ad	2026-05-21T18:46:27Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/default_singlet_filtered_counts.h5ad
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/doublet_barcodes.txt	18620	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/doublet_barcodes.txt	2026-05-21T18:23:30Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/doublet_barcodes.txt
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/filtered_barcodes_with_scores.txt	396320	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/filtered_barcodes_with_scores.txt	2026-05-21T18:23:30Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/filtered_barcodes_with_scores.txt
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/filtered_counts.h5ad	966145706	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/filtered_counts.h5ad	2026-05-21T18:46:22Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/filtered_counts.h5ad
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/final_counts.h5ad	1590295894	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/final_counts.h5ad	2026-05-21T18:46:29Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/final_counts.h5ad
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.html	3714411	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/gene_quantile_histogram.html	2026-05-21T18:27:01Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.html
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.png	197353	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/gene_quantile_histogram.png	2026-05-21T18:27:01Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/gene_quantile_histogram.png
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt	162716	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/non_empty_barcodes.txt	2026-05-21T18:22:44Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/non_empty_barcodes.txt
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/summary.txt	12573	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/summary.txt	2026-05-21T18:46:35Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/summary.txt
JAX scRNAseq02	EPAS1-Day-4	EPAS1-Day-4/downstream_genefull_velocyto_cellbender/unfiltered_counts.h5ad	1590295894	/mnt/pikachu/JAX_scRNAseq02_processed/ocm_prod_batch_flex_native_yremove_trace_20260521T034223Z/25E32-L4/samples/EPAS1-Day-4/downstream_genefull_velocyto_cellbender_remote/unfiltered_counts.h5ad	2026-05-21T18:46:18Z	/JAX_scRNAseq02_processed/JAX-scRNAseq02-5-22-26/EPAS1-Day-4/downstream_genefull_velocyto_cellbender/unfiltered_counts.h5ad
